X,Y,FID,ID,Name,EmplRange,NAICSCode,NAICSSecto,NAICSDescr,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,PostalCode,BuildingNo,UnitNo,Modified,ChArea,Ward,BIA
-79.6159719251926,43.5812691603246,3564,7270,New Kaveri Super Market,1 to 4,445110,Retail,Supermarkets and Other Grocery (except Convenience) Stores,905-277-5861, , , ,www.kaverisupermarket.com,29,Dundas St E,L5A 1V9, ,A-B,2022/06/23 00:00:00+00,DT Cooksville,7,CK
-79.6090968402818,43.5873169227608,3565,7271,Mississauga Hanin Dental Office-Dr. Min Park,1 to 4,621210,Health Care,Offices of Dentists,905-281-2875,905-281-3821, ,Ontariodentist@gmail.com, ,333,Dundas St E,L5A 1X1, ,201,2022/05/10 00:00:00+00,Cooksville NHD (East),7,CK
-79.6072224169805,43.5877909904153,3566,7276,Shell Canada,5 to 9,447110,Retail,Gasoline Stations with Convenience Stores,905-281-3438, , , ,www.shell.ca,354,Dundas St E,L5A 1X2, , ,2022/05/26 00:00:00+00,Cooksville NHD (East),7,CK
-79.6083085771388,43.5880424232849,3567,7277,Dulux Paints Inc.,1 to 4,444120,Retail,Paint and Wallpaper Stores,905-276-2344,905-276-9648, ,pas8512@ppg.com,www.dulux.ca,355,Dundas St E,L5A 1X3, , ,2022/05/10 00:00:00+00,Cooksville NHD (East),7,CK
-79.6080245920151,43.5881613795743,3568,7278,Mississauga Animal Hospital,10 to 19,541940,Professional,Veterinary Services,905-270-4784, , ,Mississaugaanimalhospital@gmail.com,www.mississaugaanimalhospital.ca,365,Dundas St E,L5A 1X3, , ,2022/05/10 00:00:00+00,Cooksville NHD (East),7,CK
-79.6077549741044,43.5883997189657,3569,7279,Active Green & Ross Complete Tire & Auto Centre,5 to 9,811111,Other Services,General Automotive Repair,905-277-4925,905-277-3958, ,375@activegreenross.com,www.activegreenross.com,375,Dundas St E,L5A 1X3, , ,2022/05/10 00:00:00+00,Cooksville NHD (East),7,CK
-79.6073010517391,43.588820261543,3570,7283,Leopard Motors,20 to 49,441120,Retail,Used Car Dealers, ,905-270-2116, ,gm@autodome.ca,www.autodome.ca,379,Dundas St E,L5A 1X4, , ,2022/05/10 00:00:00+00,Cooksville NHD (East),7, 
-79.6156498013667,43.5815898794648,3571,7286,Road Experts of Canada,5 to 9,611690,Educational,All Other Schools and Instruction,905-230-6999, , ,chawlank@yahoo.com,www.roadexperts.ca,39,Dundas St E,L5A 1V9, ,201,2018/12/30 00:00:00+00,DT Cooksville,7,CK
-79.6152023148535,43.5806174739092,3572,7295,Money Mart,10 to 19,522390,Finance,Other Activities Related to Credit Intermediation,905-897-0606,905-897-3002, , ,www.moneymart.ca,40,Dundas St E,L5A 1W2, ,A & B,2022/06/23 00:00:00+00,DT Cooksville,7,CK
-79.6152023148535,43.5806174739092,3573,7299,Desi Corner Food Take Out,5 to 9,445110,Retail,Supermarkets and Other Grocery (except Convenience) Stores,905-275-7501, , , , ,40,Dundas St E,L5A 1W2, ,C1,2022/06/23 00:00:00+00,DT Cooksville,7,CK
-79.606339155276,43.5883551083294,3574,7306,Medx Spine Care,1 to 4,621390,Health Care,Offices of All Other Health Practitioners,647-832-0739, , ,wellnessmedx@gmail.com, ,400,Dundas St E,L5A 1X5, ,105,2019/09/19 00:00:00+00,Cooksville NHD (East),7,CK
-79.606339155276,43.5883551083294,3575,7307,Szechuan Noodle Bowl,1 to 4,722512,Accommodation,Limited-service eating places,905-270-0068, , , , ,400,Dundas St E,L5A 1X5, ,101,2022/05/26 00:00:00+00,Cooksville NHD (East),7,CK
-79.6156498013667,43.5815898794648,3576,7310,Cash 4 Gold,1 to 4,522390,Finance,Other Activities Related to Credit Intermediation,905-232-4653,905-232-4650, ,info@moneylounge.ca,www.cash4gold.com,41,Dundas St E,L5A 1V9, ,A,2022/06/23 00:00:00+00,DT Cooksville,7,CK
-79.6053410595296,43.5882757321631,3577,7311,Scott Funeral Home,10 to 19,812210,Other Services,Funeral Homes,905-272-4040,905-272-0148, ,scottmississauga@arbormemorial.com,www.scott-mississauga.ca,420,Dundas St E,L5A 1X5, , ,2022/05/26 00:00:00+00,Cooksville NHD (East),7,CK
-79.6156498013667,43.5815898794648,3578,7312,Pay 2 Day,5 to 9,522390,Finance,Other Activities Related to Credit Intermediation,905-232-2329, , ,info@pay2day.ca,www.pay2day.ca,43,Dundas St E,L5A 1V9, ,101,2022/06/23 00:00:00+00,DT Cooksville,7,CK
-79.6151376451864,43.5819850468275,3579,7315,Wow! Korean Restaurant,1 to 4,722511,Accommodation,Full-service restaurants,905-896-2315, , , , ,55,Dundas St E,L5A 1W1, ,4,2022/05/10 00:00:00+00,DT Cooksville,7,CK
-79.6151376451864,43.5819850468275,3580,7320,Rai Consultants,1 to 4,911410,Public Administration,Foreign Affairs,905-803-9188,905-803-9853, ,raiconsultant@yahoo.com,www.raigroupinc.com,55,Dundas St E,L5A 1W1, ,201&202,2017/11/08 00:00:00+00,DT Cooksville,7,CK
-79.6151376451864,43.5819850468275,3581,7323,Dundas Clinical Pharmacy,10 to 19,446110,Retail,Pharmacies and Drug Stores,905-277-8822,905-277-3398, ,Info@dundasclinicalpharmacy.com,www.dundasclinicalpharmacy.com,55,Dundas St E,L5A 1W1, ,1,2022/05/10 00:00:00+00,DT Cooksville,7,CK
-79.6151376451864,43.5819850468275,3582,7325,Cooksville Fish & Chips,1 to 4,722512,Accommodation,Limited-service eating places,905-272-9722, , , , ,55,Dundas St E,L5A 1W1, ,8,2022/05/10 00:00:00+00,DT Cooksville,7,CK
-79.6151376451864,43.5819850468275,3583,7326,Friendly Staffing,100 to 299,561310,Administrative,Employment Placement Agencies and Executive Search Services,905-848-1400,905-848-8010, ,tejash@friendlystaffing.net,www.friendlystaffing.net,55,Dundas St E,L5A 1W1, ,204,2022/05/10 00:00:00+00,DT Cooksville,7,CK
-79.6151376451864,43.5819850468275,3584,7327,UR Cell Connections Inc.,1 to 4,443143,Retail,"Appliance, television and other electronics stores  ",905-566-8593, , ,urcell@hotmail.ca, ,55,Dundas St E,L5A 1W1, ,2,2022/05/10 00:00:00+00,DT Cooksville,7,CK
-79.6140188706982,43.5812519787082,3585,7328,Star Gift,1 to 4,452999,Retail,All Other Miscellaneous General Merchandise Stores,647-889-6775,289-232-2839, ,stargift1@gmail.com,www.stargift.ca,60,Dundas St E,L5A 1W4, ,4,2022/06/27 00:00:00+00,DT Cooksville,7,CK
-79.6140188706982,43.5812519787082,3586,7329,Montfort Mediterranean Cuisine,5 to 9,722511,Accommodation,Full-service restaurants,905-949-1447,905-949-1447, , , ,60,Dundas St E,L5A 1W4, ,1,2022/06/27 00:00:00+00,DT Cooksville,7,CK
-79.6140188706982,43.5812519787082,3587,7331,KFC,10 to 19,722512,Accommodation,Limited-service eating places,905-949-1095, , , ,www.kfc.ca,60,Dundas St E,L5A 1W4, ,7,2022/06/27 00:00:00+00,DT Cooksville,7,CK
-79.6140188706982,43.5812519787082,3588,7332,India Town Food Centre,5 to 9,445110,Retail,Supermarkets and Other Grocery (except Convenience) Stores,905-273-4600, , , , ,60,Dundas St E,L5A 1W4, ,6A,2022/06/27 00:00:00+00,DT Cooksville,7,CK
-79.6005386939188,43.5933781432914,3589,7335,Rona,50 to 99,444110,Retail,Home Centres,905-276-6350,905-276-3284, , ,www.rona.ca,650,Dundas St E,L5A 3Y6, , ,2022/06/23 00:00:00+00,Dixie EA,7,CK
-79.6714129558029,43.5331498575624,3590,7336,"Junheung, Isaiah CPA,CGA",1 to 4,541212,Professional,Offices of  Accountants,416-906-7570, , ,isaiahseocga@gmail.com, ,2255,Dundas St W,L5K 1R6, , ,2019/12/12 00:00:00+00,Western Business Park EA,8, 
-79.5989162586361,43.5945932297347,3591,7340,G L Stone Consullting Ltd.,1 to 4,541990,Professional,"All Other Professional, Scientific and Technical Services",905-277-8181, , ,cathys@glstone.ca,www.glstone.ca,700,Dundas St E,L4Y 3Y5, ,13,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.5989162586361,43.5945932297347,3592,7342,Balasunderam Law Office and Cathy Nguyen Conveyancer,1 to 4,541110,Professional,Offices of Lawyers,905-275-9871, , ,satlaw@satlaw.ca, ,700,Dundas St E,L4Y 3Y5, ,2,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.5989162586361,43.5945932297347,3593,7343,Plumbing Mart,1 to 4,444190,Retail,Other Building Material Dealers,905-275-0574,905-275-8944, , ,www.plumbingmart.ca,700,Dundas St E,L4Y 3Y5, ,1,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.5989162586361,43.5945932297347,3594,7344,"Floor Shop, The",1 to 4,442210,Retail,Floor Covering Stores,905-803-0050,905-803-0066,1-800-462-9792, ,www.thefloorshop.com,700,Dundas St E,L4Y 3Y5, ,2,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.685155287701,43.6264337373031,3595,7346,Gateway Newstands,1 to 4,451310,Retail,Book stores and news dealers,905-502-9815, , ,Lohakut@gmail.com, ,55,Standish Crt,L5R 4B2, ,Lower level,2022/08/05 00:00:00+00,Gateway CC,5, 
-79.5989162586361,43.5945932297347,3596,7347,Square Foot Flooring,1 to 4,442210,Retail,Floor Covering Stores,905-277-2227, , ,info@squarefootflooring.com, ,700,Dundas St E,L4Y 3Y5, ,4,2018/12/30 00:00:00+00,Dixie EA,1, 
-79.5989162586361,43.5945932297347,3597,7351,Universal Domain,1 to 4,541611,Professional,Administrative Management and General Management Consulting Services,416-565-0756, , ,mohd_nabeel_J@hotmail.com, ,700,Dundas St E,L4Y 3Y5, ,5,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.6005363934634,43.5967819949755,3598,7352,St. John The Baptist (Dixie) Anglican Church,1 to 4,813110,Other Services,Religious Organizations,905-277-0462,905-277-3971, ,church@stjophnsdixie.com,www.stjohnsdixie.com,719,Dundas St E,L4Y 2B5, , ,2022/08/29 00:00:00+00,Applewood NHD,3, 
-79.5977160000645,43.5955205372374,3599,7357,Discounter Pool and Spa Warehouse,5 to 9,453999,Retail,All Other Miscellaneous Store Retailers (except Beer and Wine-Making Supplies Stores),905-277-8080,905-277-8999, , ,www.discounterspoolandspa.com,760,Dundas St E,L4Y 2B6, , ,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.6951120318491,43.5173388080289,3600,7359,Driver Force,100 to 299,561310,Administrative,Employment Placement Agencies and Executive Search Services,905-848-8746, , , ,www.driverforce.ca,3176,Ridgeway Dr,L5L 5S6, ,65,2019/12/12 00:00:00+00,Western Business Park EA,8, 
-79.5973589773647,43.595805492549,3601,7361,DeMan Construction Corp.,50 to 99,236220,Construction,Commercial and Institutional Building Construction,905-277-0363,905-277-0369, ,contact@demancorp.com,www.demancorp.com,776,Dundas St E,L4Y 2B6, , ,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.5973589773647,43.595805492549,3602,7363,V R Auto Centre,1 to 4,811111,Other Services,General Automotive Repair,647-802-1707, , ,vrautocenter@gmail.com,www.vrautocenter.ca,776,Dundas St E,L4Y 2B6, , ,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.5973589773647,43.595805492549,3603,7364,Sleep Country Canada,1 to 4,442110,Retail,Furniture Stores,905-281-8722, , , ,www.sleepcountry.ca,776,Dundas St E,L4Y 2B6, , ,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.7728405557375,43.6062071941094,3604,7367,Purolator Inc.,100 to 299,492110,Transportation,Couriers,905-814-8080,905-858-4782, , ,www.purolator.com,2600,Meadowvale Blvd,L5N 8C2, , ,2022/07/26 00:00:00+00,Meadowvale Business Park CC,9, 
-79.7696727071687,43.5947734288115,3605,7368,Westbrook Montessori Academy Inc.,10 to 19,624410,Health Care,Child Day-Care Services,905-826-4648, , ,info@westbrookmontessori.ca,www.westbrookmontessori.ca,7227,Copenhagen Rd,L5N 2C6, , ,2022/07/13 00:00:00+00,Meadowvale NHD,9, 
-79.7135429401331,43.5798094950807,3606,7371,Guiding Light Academy,10 to 19,611110,Educational,Elementary and Secondary Schools,905-813-9215, , ,Info@guidinglightacademy.com,www.guidinglightacademy.com,225,Broadway St,L5M 1J1, , ,2018/12/04 00:00:00+00,Streetsville CN,11,STR
-79.5973589773647,43.595805492549,3607,7372,MB Stucco,20 to 49,238190,Construction,"Other Foundation, Structure and Building Exterior Contractors",905-848-1340, , ,info@mbstuccoltd.com,www.mbstucoltd.com,776,Dundas St E,L4Y 2B6, ,15,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.5973589773647,43.595805492549,3608,7373,MacKay & MacKay Barristers & Solicitors,1 to 4,541110,Professional,Offices of Lawyers,905-848-3446,905-848-2924, ,jim@mackaymackay.net,www.mackaymackay.net,776,Dundas St E,L4Y 2B6, ,202,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.5973589773647,43.595805492549,3609,7374,AK Autoservice & Tires,1 to 4,811111,Other Services,General Automotive Repair,647-568-4477, , ,akautomotiveservices@gmail.com, ,776,Dundas St E,L4Y 2B6, ,8,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.5970006188911,43.596080289111,3610,7379,Todays Sportswear,5 to 9,451119,Retail,All other sporting goods stores,905-848-9888,905-848-8581, , ,www.todayssportswear.ca,790,Dundas St E,L4Y 2B6, , ,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.5968355347849,43.5965599080397,3611,7382,Ivy Beauty & Spa,5 to 9,812115,Other Services,Beauty Salons,905-232-7899, , ,Ivybeautyandspa@gmail.com,www.Ivybeautyspa.ca,800,Dundas St E,L4Y 2B6, , ,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.5968355347849,43.5965599080397,3612,7384,Golden Dough Ltd.,10 to 19,445291,Retail,Baked Goods Stores,905-949-6521, , ,info@goldendough.ca,www.goldendough.ca,800,Dundas St E,L4Y 2B6, , ,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.5968355347849,43.5965599080397,3613,7386,Sikgaek,5 to 9,722512,Accommodation,Limited-service eating places,647-847-1030, , , , ,800,Dundas St E,L4Y 2B6, ,A,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.5968355347849,43.5965599080397,3614,7387,Danny’s Home Decor,N/A,442110,Retail,Furniture Stores, , , , , ,800,Dundas St E,L4Y 2B6, ,G,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.6622044277651,43.6273777414775,3615,7388,Colourfast,10 to 19,323115,Manufacturing,Digital Printing,905-206-9477,905-206-9455,1-800-558-8606,Ryan@colourfast.com,www.colourfast.com,356,Watline Ave,L4Z 1X2, , ,2022/07/27 00:00:00+00,Gateway EA (East),5, 
-79.5968355347849,43.5965599080397,3616,7393,Signature Vape,1 to 4,413310,Wholesale,Cigarette and Tobacco Product Wholesaler-Distributors,905-277-4666, , ,Info@signaturevape.ca,www.Signaturevape.ca,800,Dundas St E,L4Y 2B6, , ,2022/08/29 00:00:00+00,Dixie EA,1, 
-79.6825688298654,43.5789279946853,3617,8592,Priority Print & Signs,1 to 4,541430,Professional,Graphic Design Services,905-858-0756,905-858-3906, ,info@priorityprint.ca,www.priorityprint.ca,1250,Eglinton Ave W,L5V 1N3, ,A12,2017/11/08 00:00:00+00,East Credit NHD,6, 
-79.6825688298654,43.5789279946853,3618,8595,Courtesy Photo & Store,1 to 4,812921,Other Services,Photo Finishing Laboratories (except One-Hour),905-858-0071, , ,courtesyphoto@hotmail.com,www.courtesyphotomississauga.com,1250,Eglinton Ave W,L5V 1N3, ,A6,2022/07/15 00:00:00+00,East Credit NHD,6, 
-79.6825688298654,43.5789279946853,3619,8598,Mathnasium,10 to 19,611690,Educational,All Other Schools and Instruction,905-997-2939, , ,Mississauga@mathnasium.ca,www.mathnasium.ca/mississauga,1250,Eglinton Ave W,L5V 1N3, ,A8,2019/09/19 00:00:00+00,East Credit NHD,6, 
-79.6825688298654,43.5789279946853,3620,8599,Rogers,10 to 19,532280,Real Estate,All Other Consumer Goods Rental,905-814-9685, ,1-888-764-3771, , ,1250,Eglinton Ave W,L5V 1N3, ,A14-A16,2021/05/11 00:00:00+00,East Credit NHD,6, 
-79.6825688298654,43.5789279946853,3621,8600,Virtu Hair Design,1 to 4,812116,Other Services,Unisex Hair Salons,905-819-1479, , ,agostino2018@hotmail.com, ,1250,Eglinton Ave W,L5V 1N3, ,A9,2019/09/19 00:00:00+00,East Credit NHD,6, 
-79.6825688298654,43.5789279946853,3622,8601,Homestyle Fish & Chips,5 to 9,722511,Accommodation,Full-service restaurants,905-819-8172, , , , ,1250,Eglinton Ave W,L5V 1N3, ,A11,2022/07/15 00:00:00+00,East Credit NHD,6, 
-79.6825688298654,43.5789279946853,3623,8602,McDonald's,50 to 99,722512,Accommodation,Limited-service eating places,905-819-0550,905-819-1385, ,mcd11907@post.mcdonalds.ca,www.mcdonalds.ca,1256,Eglinton Ave W,L5V 1N3, , ,2022/07/15 00:00:00+00,East Credit NHD,6, 
-79.684331731977,43.5778534768549,3624,8603,Shell Canada,5 to 9,447190,Retail,Other Gasoline Stations,905-542-7768,905-542-3033, , ,www.shell.ca,1260,Eglinton Ave W,L5V 1H8, , ,2022/07/15 00:00:00+00,East Credit NHD,6, 
-79.7032028715964,43.5590218572943,3625,8607,Shop at the Valley,50 to 99,453220,Retail,"Gift, Novelty and Souvenir Stores",905-813-1585,905-813-4542, , ,www.shopthevalley.ca,2200,Eglinton Ave W,L5M 2N1, ,H,2017/11/08 00:00:00+00,Central Erin Mills MN,8, 
-79.7032028715964,43.5590218572943,3626,8608,Second Cup,5 to 9,722512,Accommodation,Limited-service eating places,905-820-1961, , , ,www.secondcup.com,2200,Eglinton Ave W,L5M 2N1, ,J,2017/11/08 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3627,8612,Specialty Rx Pharmacy,1 to 4,446110,Retail,Pharmacies and Drug Stores,905-820-2100,905-820-8765, ,mississauga@specialtyrx.ca,www.specialtyrx.ca,2300,Eglinton Ave W,L5M 2V8, ,103,2019/09/19 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3628,8614,Gastroenterology-Dr. Michael J. Ostro,1 to 4,621110,Health Care,Offices of Physicians,905-828-9998,905-820-6361, , , ,2300,Eglinton Ave W,L5M 2V8, ,414,2021/05/10 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3629,8616,Dr. Andrew Chow Medicine Professional Corp. (Credit Valley Rheumatology),10 to 19,621110,Health Care,Offices of Physicians,905-607-8334,905-607-8184, , , ,2300,Eglinton Ave W,L5M 2V8, ,209,2022/08/08 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3630,8618,Dr. L.Tin- General Surgery - Endoscopy,1 to 4,621110,Health Care,Offices of Physicians,905-569-7976,905-569-8296, ,tinsoffice@yahoo.ca, ,2300,Eglinton Ave W,L5M 2V8, ,307,2021/08/09 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3631,8619,John's Orthopedic Specialities Inc.,1 to 4,446199,Retail,All Other Health and Personal Care Stores,905-820-8330,905-820-9155, ,johnsontho@yahoo.ca,www.johnsorthopedic.com,2300,Eglinton Ave W,L5M 2V8, ,304,2018/09/30 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3632,8633,"Dr. S. Vojvodich - Ear, Nose & Throat Physician",1 to 4,621390,Health Care,Offices of All Other Health Practitioners,905-820-8952,905-820-8306, ,drvojvodich@bellnet.ca, ,2300,Eglinton Ave W,L5M 2V8, ,401,2022/08/08 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3633,8635,Dr. I Gottesman,1 to 4,621110,Health Care,Offices of Physicians,905-820-2311,905-820-4648, , , ,2300,Eglinton Ave W,L5M 2V8, ,506,2022/08/08 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3634,8636,Credit Valley Optical,1 to 4,446130,Retail,Optical Goods Stores,905-828-6035,905-828-6036, ,contactus@creditvalleyoptical.com,www.creditvalleyoptical.com,2300,Eglinton Ave W,L5M 2V8, ,104&108,2022/08/24 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3635,8640,LifeLabs,5 to 9,621510,Health Care,Medical and Diagnostic Laboratories, ,905-795-9891,1-877-849-3637, ,www.lifelabs.com,2300,Eglinton Ave W,L5M 2V8, ,G04,2018/12/30 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3636,8644,Dr. M. Piersanti,1 to 4,621110,Health Care,Offices of Physicians,905-828-6522,905-828-6967, ,thpendoclinic@gmail.com, ,2300,Eglinton Ave W,L5M 2V8, ,403,2017/11/08 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3637,8645,General Surgeons-Dr. D. Coughlan,1 to 4,621110,Health Care,Offices of Physicians, ,905-820-4947, , , ,2300,Eglinton Ave W,L5M 2V8, ,408,2017/11/08 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3638,8649,Credit Valley Dental & Associates,5 to 9,621210,Health Care,Offices of Dentists,905-828-2160,905-828-3630, ,info@creditvalleydental.com,www.creditvalleydental.com,2300,Eglinton Ave W,L5M 2V8, ,301,2022/08/08 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3639,8650,Dr. E. Amer,1 to 4,621110,Health Care,Offices of Physicians,905-820-7999,905-820-7991, , , ,2300,Eglinton Ave W,L5M 2V8, ,511,2019/09/19 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3640,8652,Dr. R. Grossman - Respirology,1 to 4,621110,Health Care,Offices of Physicians,905-828-5168,905-828-0113, ,ronald.grossman@trilliumhealthpartners.ca, ,2300,Eglinton Ave W,L5M 2V8, ,201,2019/09/19 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3641,8654,"Dermatologist- Dr. H. Harris, Dr. A. Hinek",1 to 4,621110,Health Care,Offices of Physicians,905-828-0770,905-828-4130, , , ,2300,Eglinton Ave W,L5M 2V8, ,202,2017/11/08 00:00:00+00,Central Erin Mills MN,8, 
-79.7055949700038,43.55906647651,3642,8665,Credit Valley Oral Surgery,10 to 19,621210,Health Care,Offices of Dentists,905-828-2273,905-828-2358,1-866–849-7626,hr@cvomfs.com, ,2300,Eglinton Ave W,L5M 2V8, ,302,2022/08/08 00:00:00+00,Central Erin Mills MN,8, 
-79.6528515695718,43.6054391219393,3643,8667,Coco Fresh Tea & Juices,1 to 4,722512,Accommodation,Limited-service eating places,905-232-2750, , ,Cocoteatoronto@gmail.com,www.cocosworld.com,30,Eglinton Ave W,L5R 3E7, ,6,2017/11/08 00:00:00+00,Uptown MN,4, 
-79.6528515695718,43.6054391219393,3644,8671,Resolve Recruit,100 to 299,561310,Administrative,Employment Placement Agencies and Executive Search Services,905-568-8500,905-568-8833,1-866-644-1202,info@resolverecruit.com,www.resolverecruit.com,30,Eglinton Ave W,L5R 3E7, ,812,2022/08/17 00:00:00+00,Uptown MN,4, 
-79.6528515695718,43.6054391219393,3645,8684,Dr. L.A. Magli - Endodontist,5 to 9,621210,Health Care,Offices of Dentists,905-712-4777,905-712-2921, ,magliendo@rogers.com, ,30,Eglinton Ave W,L5R 3E7, ,745,2019/09/19 00:00:00+00,Uptown MN,4, 
-79.6528515695718,43.6054391219393,3646,8687,Emerald Chinese Restaurant,20 to 49,722511,Accommodation,Full-service restaurants,905-890-9338,905-890-6828, , ,www.emeraldchineserestaurant.com,30,Eglinton Ave W,L5R 3E7, ,1,2022/08/17 00:00:00+00,Uptown MN,4, 
-79.6528515695718,43.6054391219393,3647,8689,GHC Convenience,1 to 4,445120,Retail,Convenience Stores,905-507-3833, , , , ,30,Eglinton Ave W,L5R 3E7, ,17,2022/08/17 00:00:00+00,Uptown MN,4, 
-79.6528515695718,43.6054391219393,3648,8691,Sandalwood Drugs Pharmacy,1 to 4,446110,Retail,Pharmacies and Drug Stores,905-568-2628,905-568-7646, ,sandalwooddrugs@yahoo.ca,www.Sandalwooddrugs.ca,30,Eglinton Ave W,L5R 3E7, ,10B,2022/08/17 00:00:00+00,Uptown MN,4, 
-79.6528515695718,43.6054391219393,3649,8692,Dental Care 4 Kids,5 to 9,621210,Health Care,Offices of Dentists,289-232-7279,289-232-7695, ,info@dentalcare4kids.ca,www.dentalcare4kids.ca,30,Eglinton Ave W,L5R 3E7, ,4,2022/08/17 00:00:00+00,Uptown MN,4, 
-79.6528515695718,43.6054391219393,3650,8695,Dental Office - Dr. Safwat Khalil,1 to 4,621210,Health Care,Offices of Dentists,905-890-0820,905-890-0821, ,khalil.safwat@yahoo.ca,www.safwatkhalildentalclinic.com,30,Eglinton Ave W,L5R 3E7, ,11,2022/08/17 00:00:00+00,Uptown MN,4, 
-79.6528515695718,43.6054391219393,3651,8696,The UPS Store,1 to 4,492110,Transportation,Couriers,905-712-8385,905-712-8381, ,store385@theupsstore.ca,www.theupsstore.ca/385,30,Eglinton Ave W,L5R 3E7, ,14,2022/08/17 00:00:00+00,Uptown MN,4, 
-79.6528515695718,43.6054391219393,3652,8697,Tim Hortons,20 to 49,722512,Accommodation,Limited-service eating places,905-712-0202,905-822-2673, , ,www.timhortons.com,30,Eglinton Ave W,L5R 3E7, ,16 to 18,2018/12/30 00:00:00+00,Uptown MN,4, 
-79.6528515695718,43.6054391219393,3653,8698,The Wilcox Gastropub Ltd.,20 to 49,722511,Accommodation,Full-service restaurants,905-568-1122,905-568-1123, ,info@thewilcox.ca,www.thewilcox.ca,30,Eglinton Ave W,L5R 3E7, , ,2019/09/19 00:00:00+00,Uptown MN,4, 
-79.6528515695718,43.6054391219393,3654,8699,Strands Hair Design,1 to 4,812116,Other Services,Unisex Hair Salons,905-890-3002, , ,djgrecgo@sempatico.ca, ,30,Eglinton Ave W,L5R 3E7, ,8,2022/08/17 00:00:00+00,Uptown MN,4, 
-79.6670067194433,43.5926543741007,3655,8701,Daniel's No Frills,100 to 299,445110,Retail,Supermarkets and Other Grocery (except Convenience) Stores,905-712-9555,905-712-9606, ,mon01356@loblaw.ca,www.nofrills.ca,620,Eglinton Ave W,L5R 3V2, , ,2022/07/25 00:00:00+00,Hurontario NHD,4, 
-79.6670067194433,43.5926543741007,3656,8704,Oxford Learning Centre,10 to 19,611690,Educational,All Other Schools and Instruction,905-502-0699,905-502-0559, ,mississaugacentral@oxfordlearning.com,www.oxfordlearning.com,640,Eglinton Ave W,L5R 3V2, ,204,2018/12/30 00:00:00+00,Hurontario NHD,4, 
-79.6670067194433,43.5926543741007,3657,8706,Health Plus Multispecialty Medical Clinic,5 to 9,621110,Health Care,Offices of Physicians,905-268-0520,905-268-0521, ,healthplus_ghada@hotmail.com,www.Healthplusclinic.ca,640,Eglinton Ave W,L5R 3V2, ,103,2022/07/25 00:00:00+00,Hurontario NHD,4, 
-79.6670067194433,43.5926543741007,3658,8710,High Tech Physiotherapy,10 to 19,621340,Health Care,"Offices of Physical, Occupational, and Speech Therapists and Audiologists",905-502-8479,905-502-8102, ,info@hightechphysio.com,www.hightechphysio.com,640,Eglinton Ave W,L5R 3V2, ,205,2019/09/19 00:00:00+00,Hurontario NHD,4, 
-79.6670067194433,43.5926543741007,3659,8714,Anytime Fitness,1 to 4,713940,Arts,Fitness and Recreational Sports Centres,905-507-6453, , ,mississaugaon3@anytimefitness.com,www.anytimefitness.com,660,Eglinton Ave W,L5R 3V2, ,8 to 10,2022/07/25 00:00:00+00,Hurontario NHD,4, 
-79.6670067194433,43.5926543741007,3660,8715,Baskin Robbins,1 to 4,445299,Retail,All Other Specialty Food Stores,905-712-3131, , , ,www.baskinrobbins.ca,660,Eglinton Ave W,L5R 3V2, ,11,2018/12/30 00:00:00+00,Hurontario NHD,4, 
